,Captions to exclude
7815,51789
7816,51780
7817,51794
7818,51782
7819,18614
7820,17934
7821,141084
7822,141080
7823,80934
7824,80938
7825,80933
7826,80937
7827,72143
7828,72144
7829,164447
7830,164458
7831,164442
7832,164441
7833,164453
7834,164454
7835,164457
7836,164459
7837,164451
7838,164456
7839,164445
7840,17321
7841,5237
7842,5231
7843,5233
7844,5221
7845,5230
7846,5220
7847,153488
7848,153497
7849,153486
7850,153487
7851,153484
7852,153495
7853,153483
7854,153480
7855,153494
7856,85084
7857,85085
7858,85093
7859,85096
7860,160575
7861,160564
7862,160574
7863,160570
7864,160560
7865,160563
7866,160577
7867,160578
7868,152865
7869,152860
7870,140721
7871,62406
7872,62408
7873,46588
7874,46580
7875,46598
7876,191205
7877,137649
7878,137652
7879,137659
7880,137656
7881,189396
7882,27341
7883,102223
7884,102232
7885,102230
7886,102220
7887,129737
7888,129733
7889,129727
7890,129721
7891,195684
7892,195687
7893,195683
7894,195690
7895,195694
7896,195688
7897,195695
7898,195686
7899,195697
7900,195680
7901,186337
7902,186328
7903,186334
7904,186331
7905,186322
7906,186327
7907,186326
7908,186323
7909,186329
7910,186324
7911,186325
7912,186335
7913,186336
7914,34606
7915,34607
7916,34604
7917,34617
7918,34609
7919,114117
7920,127040
7921,127052
7922,127057
7923,127051
7924,127059
7925,65518
7926,65506
7927,88383
7928,88381
7929,88386
7930,81796
7931,165285
7932,165294
7933,165299
7934,165291
7935,22923
7936,22927
7937,22937
7938,22932
7939,22925
7940,101396
7941,116020
7942,8311
7943,8315
7944,8319
7945,8305
7946,8309
7947,8316
7948,8313
7949,8314
7950,8312
7951,8300
7952,175552
7953,175546
7954,182758
7955,182756
7956,182752
7957,182744
7958,182750
7959,182754
7960,182759
7961,182751
7962,182755
7963,182742
7964,182745
7965,182743
7966,182748
7967,182757
7968,64524
7969,64537
7970,170579
7971,18913
7972,18900
7973,18903
7974,18919
7975,18912
7976,18915
7977,18904
7978,18901
7979,18905
7980,18907
7981,90945
7982,90956
7983,90944
7984,90940
7985,90957
7986,131213
7987,131207
7988,131211
7989,131208
7990,131209
7991,131216
7992,131202
7993,131215
7994,131201
7995,131210
7996,131218
7997,131200
7998,131212
7999,157459
8000,157444
8001,157443
8002,157458
8003,9376
8004,9361
8005,9369
8006,9362
8007,9360
8008,9371
8009,9366
8010,9365
8011,152662
8012,152665
8013,152667
8014,152679
8015,159828
8016,159835
8017,159827
8018,159833
8019,159826
8020,159832
8021,159838
8022,159821
8023,159834
8024,159836
8025,159837
8026,159820
8027,159830
8028,159831
8029,159825
8030,170556
8031,170553
8032,170541
8033,170554
8034,193176
8035,193164
8036,193168
8037,193177
8038,193172
8039,193178
8040,193174
8041,193170
8042,142627
8043,142638
8044,142628
8045,142634
8046,142624
8047,142620
8048,142621
8049,142632
8050,142622
8051,142635
8052,142625
8053,142639
8054,142626
8055,142633
8056,142623
8057,121260
8058,121261
8059,121269
8060,121274
8061,121264
8062,121268
8063,121275
8064,121279
8065,121271
8066,121262
8067,121266
8068,160443
8069,160453
8070,160447
8071,160446
8072,160440
8073,138557
8074,196334
8075,130413
8076,149195
8077,149191
8078,149184
8079,149197
8080,149187
8081,149188
8082,149185
8083,149196
8084,149194
8085,149180
8086,149198
8087,149199
8088,149181
8089,149189
8090,84433
8091,84422
8092,84431
8093,84430
8094,84434
8095,84436
8096,84427
8097,84425
8098,84428
8099,84420
8100,67028
8101,67026
8102,92365
8103,92362
8104,58974
8105,144352
8106,144346
8107,144358
8108,144348
8109,144344
8110,184207
8111,184211
8112,183877
8113,183879
8114,183874
8115,25033
8116,25027
8117,141189
8118,62768
8119,150059
8120,150049
8121,150044
8122,150050
8123,150052
8124,40856
8125,40842
8126,94660
8127,94675
8128,182730
8129,182722
8130,182721
8131,182734
8132,182737
8133,182725
8134,182727
8135,182739
8136,182728
8137,182726
8138,125566
8139,125561
8140,125578
8141,125560
8142,148772
8143,148773
8144,156806
8145,156805
8146,156814
8147,156808
8148,156800
8149,156804
8150,156812
8151,156816
8152,156807
8153,156819
8154,156817
8155,156802
8156,156818
8157,156813
8158,156815
8159,156810
8160,156809
8161,104524
8162,104529
8163,104535
8164,81197
8165,81190
8166,125664
8167,125671
8168,125662
8169,125674
8170,125673
8171,125667
8172,125668
8173,125663
8174,125670
8175,125677
8176,125669
8177,125665
8178,125676
8179,125675
8180,125660
8181,123035
8182,148458
8183,148442
8184,148445
8185,148443
8186,148450
8187,148451
8188,148444
8189,179563
8190,179577
8191,179572
8192,110253
8193,110252
8194,110258
8195,110257
8196,124853
8197,124840
8198,124855
8199,124849
8200,124851
8201,59324
8202,59326
8203,59336
8204,158130
8205,158129
8206,158133
8207,158122
8208,158131
8209,158121
8210,158138
8211,158128
8212,158134
8213,158137
8214,158139
8215,158120
8216,158123
8217,158132
8218,158125
8219,108565
8220,108575
8221,172046
8222,172057
8223,172047
8224,172052
8225,172044
8226,172042
8227,110631
8228,110628
8229,110626
8230,110620
8231,110637
8232,110635
8233,110624
8234,110346
8235,110354
8236,110351
8237,110350
8238,110355
8239,110342
8240,84896
8241,198133
8242,198136
8243,198137
8244,198138
8245,198132
8246,198120
8247,198123
8248,198129
8249,198134
8250,198127
8251,198128
8252,198124
8253,198131
8254,198139
8255,198125
8256,198135
8257,198130
8258,198126
8259,106736
8260,106734
8261,106726
8262,72816
8263,72801
8264,72804
8265,72803
8266,72805
8267,72813
8268,72815
8269,107654
8270,107651
8271,107644
8272,118020
8273,96175
8274,45548
8275,107060
8276,107064
8277,107076
8278,107074
8279,191568
8280,191567
8281,191564
8282,191576
8283,191573
8284,191570
8285,43714
8286,43715
8287,47230
8288,47236
8289,137019
8290,123168
8291,123175
8292,123164
8293,123161
8294,123160
8295,123162
8296,4506
8297,90856
8298,90846
8299,90855
8300,90845
8301,90844
8302,90840
8303,90843
8304,90841
8305,33313
8306,33309
8307,33307
8308,33317
8309,33316
8310,33315
8311,105682
8312,105690
8313,105689
8314,105696
8315,105685
8316,134077
8317,134078
8318,134064
8319,134065
8320,134066
8321,42246
8322,42257
8323,58133
8324,58124
8325,58120
8326,58123
8327,58135
8328,58136
8329,58126
8330,58137
8331,58127
8332,81162
8333,81170
8334,81178
8335,81167
8336,81175
8337,94041
8338,94040
8339,141663
8340,141672
8341,141676
8342,141662
8343,87659
8344,87650
8345,87646
8346,87647
8347,87641
8348,87657
8349,87656
8350,55150
8351,170711
8352,170716
8353,170717
8354,170708
8355,170713
8356,170715
8357,170707
8358,170712
8359,171325
8360,171322
8361,171338
8362,171339
8363,171332
8364,171331
8365,195816
8366,195812
8367,195819
8368,195808
8369,195805
8370,180960
8371,180978
8372,33672
8373,33660
8374,33675
8375,162863
8376,162864
8377,162874
8378,162870
8379,86447
8380,86448
8381,86450
8382,86443
8383,86442
8384,63988
8385,63993
8386,63989
8387,63995
8388,197417
8389,197412
8390,197407
8391,197406
8392,197419
8393,100490
8394,100488
8395,128952
8396,128942
8397,128955
8398,128945
8399,156104
8400,156119
8401,156116
8402,156117
8403,156109
8404,156111
8405,156102
8406,156103
8407,156112
8408,156115
8409,156100
8410,195264
8411,195274
8412,195262
8413,195261
8414,195279
8415,195272
8416,195271
8417,195278
8418,197682
8419,197686
8420,197692
8421,132911
8422,88136
8423,88120
8424,88130
8425,88126
8426,88121
8427,184265
8428,184278
8429,184279
8430,184267
8431,184269
8432,184271
8433,184274
8434,184273
8435,184270
8436,184262
8437,184261
8438,184268
8439,184275
8440,82895
8441,82892
8442,82883
8443,82880
8444,82881
8445,82890
8446,82891
8447,82897
8448,83805
8449,178043
8450,178045
8451,178052
8452,178041
8453,178049
8454,178046
8455,178047
8456,178054
8457,178057
8458,167659
8459,78414
8460,98501
8461,98518
8462,37229
8463,37228
8464,37224
8465,37226
8466,37239
8467,37227
8468,105310
8469,162488
8470,38417
8471,38405
8472,102991
8473,102990
8474,119821
8475,119839
8476,119838
8477,72057
8478,72053
8479,72056
8480,146769
8481,146779
8482,146774
8483,146762
8484,146760
8485,59756
8486,59758
8487,59757
8488,59754
8489,59741
8490,115652
8491,115648
8492,121090
8493,121096
8494,121080
8495,121082
8496,121094
8497,121084
8498,121085
8499,121092
8500,121088
8501,121097
8502,121093
8503,121091
8504,53397
8505,53385
8506,2581
8507,2588
8508,2596
8509,2582
8510,2583
8511,2586
8512,2580
8513,19372
8514,19374
8515,19377
8516,18057
8517,59043
8518,59056
8519,59058
8520,59044
8521,59042
8522,59057
8523,59041
8524,59055
8525,59048
8526,59040
8527,59050
8528,59049
8529,96315
8530,96300
8531,126205
8532,126207
8533,126212
8534,126203
8535,126201
8536,126208
8537,126200
8538,126214
8539,126206
8540,151269
8541,151279
8542,151277
8543,151278
8544,151263
8545,151270
8546,151267
8547,150977
8548,150963
8549,150973
8550,150979
8551,150966
8552,88673
8553,88677
8554,88678
8555,88661
8556,88664
8557,88662
8558,88670
8559,88675
8560,42410
8561,42403
8562,42412
8563,103483
8564,20583
8565,20581
8566,20597
8567,20589
8568,20591
8569,20593
8570,20585
8571,20592
8572,124507
8573,124510
8574,124512
8575,124503
8576,124513
8577,124516
8578,124505
8579,124509
8580,124502
8581,124508
8582,32712
8583,32701
8584,32709
8585,32711
8586,32703
8587,32700
8588,32710
8589,14213
8590,21982
8591,124751
8592,124744
8593,12670
8594,12674
8595,121943
8596,63740
8597,63759
8598,63746
8599,63745
8600,63748
8601,63742
8602,144911
8603,144900
8604,144909
8605,144919
8606,144901
8607,144914
8608,144915
8609,144905
8610,122535
8611,122520
8612,122536
8613,167882
8614,167885
8615,167898
8616,167883
8617,167890
8618,68103
8619,68114
8620,93248
8621,93244
8622,93245
8623,93252
8624,93256
8625,7965
8626,7969
8627,168825
8628,168823
8629,168837
8630,168822
8631,168838
8632,168826
8633,168831
8634,168836
8635,168827
8636,133233
8637,133226
8638,133230
8639,50522
8640,50521
8641,50530
8642,125682
8643,125696
8644,125687
8645,125691
8646,188248
8647,188250
8648,188245
8649,188244
8650,188241
8651,188246
8652,188247
8653,188258
8654,188259
8655,52106
8656,52105
8657,52113
8658,52112
8659,12398
8660,12399
8661,12380
8662,115867
8663,115870
8664,115861
8665,115348
8666,115340
8667,115341
8668,19812
8669,19811
8670,19804
8671,19813
8672,19800
8673,10305
8674,10306
8675,10304
8676,10309
8677,185198
8678,185193
8679,185197
8680,185183
8681,185186
8682,185180
8683,185191
8684,163635
8685,163627
8686,163633
8687,163625
8688,163637
8689,163624
8690,163639
8691,163636
8692,163622
8693,163629
8694,163630
8695,163626
8696,13473
8697,156785
8698,156795
8699,156784
8700,156783
8701,156799
8702,156794
8703,156792
8704,156798
8705,156782
8706,156788
8707,156787
8708,156789
8709,156790
8710,156793
8711,156786
8712,184531
8713,184520
8714,184532
8715,184523
8716,184536
8717,184533
8718,184534
8719,184538
8720,184521
8721,184528
8722,184535
8723,184522
8724,184537
8725,184527
8726,125373
8727,125361
8728,125368
8729,125364
8730,125362
8731,125367
8732,125370
8733,125371
8734,125374
8735,52906
8736,52909
8737,52912
8738,48847
8739,48840
8740,48843
8741,7553
8742,7549
8743,92864
8744,92863
8745,92873
8746,131283
8747,131281
8748,131294
8749,83534
8750,83520
8751,83524
8752,83531
8753,83532
8754,98458
8755,98441
8756,176774
8757,176773
8758,176779
8759,176776
8760,176765
8761,53841
8762,129181
8763,129194
8764,129197
8765,129195
8766,129192
8767,137888
8768,137891
8769,137884
8770,137894
8771,191139
8772,191135
8773,191136
8774,194610
8775,194615
8776,194884
8777,194883
8778,194899
8779,194882
8780,138723
8781,138735
8782,138738
8783,138729
8784,138722
8785,138727
8786,138731
8787,138734
8788,138733
8789,138726
8790,138725
8791,138739
8792,138736
8793,37571
8794,69689
8795,69683
8796,82427
8797,82426
8798,170629
8799,170621
8800,170628
8801,170632
8802,170634
8803,170620
8804,160137
8805,160122
8806,160130
8807,49932
8808,49930
8809,49921
8810,49927
8811,49923
8812,49920
8813,49928
8814,49931
8815,49933
8816,39088
8817,39090
8818,22508
8819,22500
8820,22507
8821,22518
8822,71695
8823,71684
8824,71685
8825,71687
8826,71686
8827,166149
8828,166152
8829,12754
8830,12748
8831,12757
8832,12755
8833,12758
8834,12752
8835,12756
8836,12747
8837,12749
8838,12746
8839,12750
8840,12745
8841,12742
8842,12753
8843,131555
8844,91306
8845,91315
8846,192656
8847,192659
8848,192642
8849,192647
8850,192658
8851,97906
8852,148050
8853,148040
8854,148048
8855,148051
8856,148041
8857,148056
8858,148057
8859,148059
8860,148043
8861,5688
8862,5697
8863,5690
8864,5694
8865,5696
8866,5695
8867,37777
8868,37769
8869,72113
8870,72114
8871,72104
8872,91240
8873,91246
8874,122614
8875,122604
8876,122607
8877,122610
8878,903
8879,104701
8880,104706
8881,104719
8882,104712
8883,43017
8884,43013
8885,43000
8886,39600
8887,39602
8888,39616
8889,138195
8890,138180
8891,138193
8892,138199
8893,138184
8894,138194
8895,138187
8896,138197
8897,138188
8898,138196
8899,138186
8900,138189
8901,138185
8902,7286
8903,7283
8904,7295
8905,7284
8906,7287
8907,110201
8908,4884
8909,4898
8910,4896
8911,4892
8912,4881
8913,4893
8914,89088
8915,89087
8916,61581
8917,61583
8918,61589
8919,61598
8920,61593
8921,114828
8922,114837
8923,114834
8924,114821
8925,39162
8926,174972
8927,183337
8928,8191
8929,8195
8930,8196
8931,8194
8932,38992
8933,38995
8934,171577
8935,171563
8936,171575
8937,171579
8938,74048
8939,74050
8940,74051
8941,74053
8942,140458
8943,140449
8944,183466
8945,183468
8946,183462
8947,183463
8948,194206
8949,194212
8950,197608
8951,197614
8952,197612
8953,197609
8954,197607
8955,197616
8956,197619
8957,197610
8958,197611
8959,197613
8960,197606
8961,197617
8962,197615
8963,197600
8964,197603
8965,25862
8966,25861
8967,25876
8968,25871
8969,25878
8970,91401
8971,91408
8972,91416
8973,91407
8974,91417
8975,91414
8976,91403
8977,91411
8978,91402
8979,72063
8980,72066
8981,72065
8982,72077
8983,72067
8984,72072
8985,132975
8986,155830
8987,155826
8988,155827
8989,155834
8990,155836
8991,155824
8992,155835
8993,155822
8994,155821
8995,155829
8996,83475
8997,83465
8998,83474
8999,171212
9000,171201
9001,177364
9002,177371
9003,177362
9004,89560
9005,89572
9006,89561
9007,89571
9008,111204
9009,111207
9010,179140
9011,179147
9012,128425
9013,118125
9014,118134
9015,118120
9016,118130
9017,181086
9018,181097
9019,181089
9020,181092
9021,181096
9022,181091
9023,181084
9024,197754
9025,113573
9026,113575
9027,113577
9028,113560
9029,113564
9030,113569
9031,127089
9032,127084
9033,127096
9034,127088
9035,127080
9036,164466
9037,164475
9038,164463
9039,164479
9040,164477
9041,164468
9042,164476
9043,164472
9044,164471
9045,164462
9046,164469
9047,48120
9048,78005
9049,78001
9050,85240
9051,128081
9052,128084
9053,128086
9054,128094
9055,128083
9056,128095
9057,174542
9058,174555
9059,174550
9060,65654
9061,65656
9062,131606
9063,131610
9064,131604
9065,131607
9066,131609
9067,178429
9068,178428
9069,178427
9070,178430
9071,69208
9072,69211
9073,141642
9074,141647
9075,141646
9076,117713
9077,117702
9078,117712
9079,117705
9080,105074
9081,105073
9082,156123
9083,156128
9084,149249
9085,149259
9086,149242
9087,91031
9088,91025
9089,91033
9090,91023
9091,91036
9092,91029
9093,93651
9094,93659
9095,159940
9096,159956
9097,111840
9098,111845
9099,111858
9100,111859
9101,39743
9102,39747
9103,39744
9104,39748
9105,39756
9106,76463
9107,76470
9108,76477
9109,76466
9110,76476
9111,186244
9112,186243
9113,79137
9114,79130
9115,79121
9116,79132
9117,79133
9118,79135
9119,79131
9120,88360
9121,88366
9122,88365
9123,151801
9124,127025
9125,127024
9126,159865
9127,159861
9128,159863
9129,159873
9130,159871
9131,9053
9132,9057
9133,9056
9134,9046
9135,9055
9136,9054
9137,9052
9138,9045
9139,9051
9140,128518
9141,128503
9142,128510
9143,128501
9144,128516
9145,127397
9146,127385
9147,127384
9148,127391
9149,127380
9150,127392
9151,127389
9152,60753
9153,60755
9154,107033
9155,107035
9156,107021
9157,107028
9158,107027
9159,107032
9160,107034
9161,100035
9162,24666
9163,24671
9164,186292
9165,186296
9166,186297
9167,186283
9168,186295
9169,186290
9170,186280
9171,186289
9172,186294
9173,186299
9174,186284
9175,186281
9176,122475
9177,122472
9178,122470
9179,136855
9180,136844
9181,136854
9182,136856
9183,136859
9184,136851
9185,136858
9186,136850
9187,136847
9188,136846
9189,136848
9190,109760
9191,104148
9192,104151
9193,146582
9194,99311
9195,99318
9196,99308
9197,99307
9198,99317
9199,99313
9200,99303
9201,99309
9202,104240
9203,104249
9204,104241
9205,92674
9206,92671
9207,92660
9208,191243
9209,191244
9210,191247
9211,191252
9212,191241
9213,191250
9214,191253
9215,191242
9216,191245
9217,191257
9218,191248
9219,191240
9220,191246
9221,191251
9222,139531
9223,139539
9224,139535
9225,139534
9226,139537
9227,139530
9228,139536
9229,139527
9230,139526
9231,81227
9232,81220
9233,81222
9234,81229
9235,37085
9236,37086
9237,37099
9238,94755
9239,94750
9240,94745
9241,94753
9242,94747
9243,94748
9244,94756
9245,94752
9246,49404
9247,49416
9248,49417
9249,49412
9250,49405
9251,49413
9252,145438
9253,195234
9254,195237
9255,195231
9256,63668
9257,63674
9258,63673
9259,63663
9260,63660
9261,63672
9262,63675
9263,108334
9264,108323
9265,108333
9266,108336
9267,108320
9268,108321
9269,111524
9270,111530
9271,111532
9272,111536
9273,111520
9274,111538
9275,111537
9276,111521
9277,111533
9278,111529
9279,111522
9280,111535
9281,123235
9282,123229
9283,123234
9284,145641
9285,145654
9286,145659
9287,145644
9288,145653
9289,145646
9290,145650
9291,184021
9292,184024
9293,184025
9294,184022
9295,184023
9296,178710
9297,178715
9298,178707
9299,178700
9300,178705
9301,178709
9302,178719
9303,178701
9304,178713
9305,161279
9306,15582
9307,15583
9308,15597
9309,15584
9310,15580
9311,196803
9312,196801
9313,196804
9314,196808
9315,196814
9316,177926
9317,177934
9318,177929
9319,177933
9320,177935
9321,177936
9322,177921
9323,177927
9324,177924
9325,177923
9326,177922
9327,143525
9328,143526
9329,143538
9330,143535
9331,143534
9332,143527
9333,143523
9334,143528
9335,143529
9336,143539
9337,143537
9338,143531
9339,143533
9340,100017
9341,100018
9342,100005
9343,100007
9344,100010
9345,100001
9346,100000
9347,53816
9348,53817
9349,53802
9350,53812
9351,53815
9352,53818
9353,53813
9354,12537
9355,12527
9356,12523
9357,12533
9358,172592
9359,172585
9360,20640
9361,78878
9362,78871
9363,149016
9364,149007
9365,149000
9366,149011
9367,149014
9368,163051
9369,163044
9370,163057
9371,74078
9372,74075
9373,74077
9374,55835
9375,55837
9376,55836
9377,94493
9378,94495
9379,94498
9380,94480
9381,94492
9382,94497
9383,94482
9384,27472
9385,27474
9386,27466
9387,27475
9388,27461
9389,27464
9390,182835
9391,42171
9392,42161
9393,153328
9394,153326
9395,153325
9396,187182
9397,187189
9398,2886
9399,2892
9400,59411
9401,59400
9402,59407
9403,59406
9404,59415
9405,129034
9406,129025
9407,129035
9408,129033
9409,164967
9410,164962
9411,143031
9412,143025
9413,160086
9414,160099
9415,160094
9416,155080
9417,155090
9418,155099
9419,155085
9420,155097
9421,155084
9422,155089
9423,155094
9424,155091
9425,187720
9426,187721
9427,184461
9428,184470
9429,184467
9430,184474
9431,184463
9432,184472
9433,184471
9434,184473
9435,184479
9436,184466
9437,184465
9438,184464
9439,184475
9440,184477
9441,184478
9442,189665
9443,189677
9444,189679
9445,189664
9446,31004
9447,31013
9448,31015
9449,31006
9450,31016
9451,31002
9452,31010
9453,31008
9454,31001
9455,56012
9456,186675
9457,186678
9458,186660
9459,177506
9460,177509
9461,177513
9462,177516
9463,177502
9464,177504
9465,177500
9466,177517
9467,177503
9468,177514
9469,27254
9470,27247
9471,27255
9472,27251
9473,153352
9474,153356
9475,153354
9476,68235
9477,68233
9478,68234
9479,68223
9480,68222
9481,81933
9482,81936
9483,81930
9484,81927
9485,81931
9486,131817
9487,131813
9488,131810
9489,131806
9490,131818
9491,131800
9492,131808
9493,131816
9494,131807
9495,131811
9496,131801
9497,131819
9498,131812
9499,131809
9500,132540
9501,29401
9502,29405
9503,29414
9504,29400
9505,29406
9506,29416
9507,29417
9508,60590
9509,123837
9510,123820
9511,123838
9512,121869
9513,121871
9514,95000
9515,95015
9516,95016
9517,95007
9518,95002
9519,153897
9520,153886
9521,153891
9522,36788
9523,36790
9524,36792
9525,36796
9526,36795
9527,36797
9528,36784
9529,195841
9530,195848
9531,195857
9532,195853
9533,195845
9534,195859
9535,195844
9536,195840
9537,195852
9538,195843
9539,42738
9540,42727
9541,120484
9542,120485
9543,120493
9544,120496
9545,120491
9546,120497
9547,120494
9548,120486
9549,120480
9550,120492
9551,19964
9552,19965
9553,57476
9554,57474
9555,157662
9556,157661
9557,157677
9558,157669
9559,157660
9560,157678
9561,141038
9562,141024
9563,21580
9564,21592
9565,21586
9566,21596
9567,21593
9568,21591
9569,21582
9570,21584
9571,21589
9572,21590
9573,151567
9574,151568
9575,151577
9576,93460
9577,164933
9578,164938
9579,164935
9580,164934
9581,164936
9582,164920
9583,164926
9584,164927
9585,164929
9586,164928
9587,164939
9588,164932
9589,164937
9590,164925
9591,85799
9592,85789
9593,87912
9594,87916
9595,128568
9596,128576
9597,128571
9598,156384
9599,156386
9600,156391
9601,156396
9602,156381
9603,156387
9604,156380
9605,121442
9606,121453
9607,121440
9608,121448
9609,142422
9610,142439
9611,142438
9612,148793
9613,148787
9614,147595
9615,147594
9616,6961
9617,6977
9618,73670
9619,73667
9620,73675
9621,73677
9622,73660
9623,73668
9624,73669
9625,55097
9626,55093
9627,55092
9628,55091
9629,55096
9630,55090
9631,135376
9632,135373
9633,135361
9634,135362
9635,135375
9636,135365
9637,135377
9638,135360
9639,89952
9640,90989
9641,90983
9642,90992
9643,90984
9644,90980
9645,186955
9646,186942
9647,106795
9648,106780
9649,106793
9650,106784
9651,106794
9652,55648
9653,55657
9654,55647
9655,55640
9656,74243
9657,74254
9658,74246
9659,74244
9660,74241
9661,2012
9662,2011
9663,2006
9664,2015
9665,74025
9666,74037
9667,74028
9668,74035
9669,74032
9670,74027
9671,74033
9672,74023
9673,74034
9674,129667
9675,129664
9676,112587
9677,112598
9678,112584
9679,112586
9680,112580
9681,112591
9682,161863
9683,161872
9684,161876
9685,161861
9686,161868
9687,161871
9688,161878
9689,161866
9690,161865
9691,161877
9692,2800
9693,2813
9694,2808
9695,2815
9696,2816
9697,95341
9698,95352
9699,45071
9700,95653
9701,95642
9702,179942
9703,179956
9704,179953
9705,179951
9706,179941
9707,179946
9708,100265
9709,107597
9710,107580
9711,107581
9712,107591
9713,107586
9714,115315
9715,115310
9716,21787
9717,21781
9718,21789
9719,5919
9720,5914
9721,158327
9722,158321
9723,158324
9724,158331
9725,148677
9726,148666
9727,148670
9728,148665
9729,117535
9730,117526
9731,72717
9732,112061
9733,112069
9734,32450
9735,158497
9736,193987
9737,193995
9738,193997
9739,81115
9740,81117
9741,81103
9742,81110
9743,81105
9744,196546
9745,196556
9746,94215
9747,94207
9748,43462
9749,25100
9750,25107
9751,25106
9752,25105
9753,108884
9754,108893
9755,108888
9756,108886
9757,108881
9758,108887
9759,108892
9760,108894
9761,108896
9762,108882
9763,108891
9764,108895
9765,108885
9766,108883
9767,18236
9768,18231
9769,18224
9770,18232
9771,18235
9772,18226
9773,18234
9774,18223
9775,175803
9776,175818
9777,175806
9778,192481
9779,192482
9780,192485
9781,192487
9782,192492
9783,192480
9784,192484
9785,192483
9786,192497
9787,192496
9788,148271
9789,148278
9790,148277
9791,83593
9792,83594
9793,150377
9794,150363
9795,146974
9796,146978
9797,146966
9798,146970
9799,146964
9800,146973
9801,146969
9802,87187
9803,116860
9804,116870
9805,116877
9806,281
9807,283
9808,289
9809,293
9810,127813
9811,127811
9812,127815
9813,127804
9814,127808
9815,127817
9816,127814
9817,5778
9818,5767
9819,3007
9820,3019
9821,3008
9822,44528
9823,44527
9824,181403
9825,181405
9826,181407
9827,181404
9828,181406
9829,181412
9830,181415
9831,181411
9832,172140
9833,74912
9834,177159
9835,177148
9836,177145
9837,177146
9838,177142
9839,177150
9840,177144
9841,177152
9842,177153
9843,177149
9844,177143
9845,177140
9846,177147
9847,177151
9848,177158
9849,116075
9850,105503
9851,105504
9852,40652
9853,40646
9854,40656
9855,40641
9856,40645
9857,40657
9858,40655
9859,40649
9860,19560
9861,153028
9862,153036
9863,153039
9864,153020
9865,153021
9866,153031
9867,153035
9868,153037
9869,153022
9870,153029
9871,142843
9872,142857
9873,142845
9874,142858
9875,142852
9876,186840
9877,186849
9878,186859
9879,186854
9880,186843
9881,186851
9882,197866
9883,197879
9884,197869
9885,85442
9886,85458
9887,174780
9888,174790
9889,174796
9890,174785
9891,174798
9892,21755
9893,125095
9894,125096
9895,125097
9896,56735
9897,56721
9898,56729
9899,30502
9900,30512
9901,137541
9902,137547
9903,137550
9904,137559
9905,137540
9906,137555
9907,171803
9908,171810
9909,171812
9910,171811
9911,171819
9912,171806
9913,171807
9914,171816
9915,1676
9916,1672
9917,1667
9918,76652
9919,76645
9920,76646
9921,145274
9922,145276
9923,72753
9924,72740
9925,165223
9926,165225
9927,165226
9928,165228
9929,165231
9930,165230
9931,160944
9932,160940
9933,160946
9934,160949
9935,160948
9936,160945
9937,160955
9938,160942
9939,160953
9940,160956
9941,77453
9942,77444
9943,49241
9944,163011
9945,163013
9946,163016
9947,163017
9948,163009
9949,163015
9950,163000
9951,163005
9952,163014
9953,88595
9954,88597
9955,88598
9956,88580
9957,88588
9958,88589
9959,88583
9960,88585
9961,58423
9962,58431
9963,58422
9964,43973
9965,75520
9966,75531
9967,75533
9968,158596
9969,158597
9970,158592
9971,36116
9972,66916
9973,66906
9974,66917
9975,132082
9976,132095
9977,132089
9978,132085
9979,132086
9980,132083
9981,51672
9982,51671
9983,51662
9984,51666
9985,51668
9986,182874
9987,182879
9988,166609
9989,75496
9990,161328
9991,161325
9992,161330
9993,161332
9994,161320
9995,161321
9996,161336
9997,161335
9998,162935
9999,162928
10000,162927
10001,94834
10002,94831
10003,116807
10004,116800
10005,141229
10006,136476
10007,136477
10008,136474
10009,136462
10010,187221
10011,187227
10012,187226
10013,187238
10014,187231
10015,187237
10016,94349
10017,94343
10018,192570
10019,192574
10020,192572
10021,192579
10022,192577
10023,52827
10024,52837
10025,52839
10026,52829
10027,52836
10028,52821
10029,120831
10030,120835
10031,120836
10032,123811
10033,123812
10034,123800
10035,123813
10036,9950
10037,9955
10038,9954
10039,9943
10040,9956
10041,9942
10042,9948
10043,9940
10044,9957
10045,9947
10046,9958
10047,136799
10048,91556
10049,91552
10050,91557
10051,91551
10052,91549
10053,39488
10054,39487
10055,39484
10056,181831
10057,181837
10058,181838
10059,181821
10060,94289
10061,94296
10062,94280
10063,154474
10064,154477
10065,154462
10066,154479
10067,154468
10068,154467
10069,154460
10070,119878
10071,119860
10072,119863
10073,23654
10074,23640
10075,23655
10076,143543
10077,143552
10078,143557
10079,143551
10080,143544
10081,143550
10082,28592
10083,65637
10084,65632
10085,65633
10086,92951
10087,92945
10088,92950
10089,92952
10090,92944
10091,92943
10092,92949
10093,92940
10094,92948
10095,92955
10096,91801
10097,91809
10098,91800
10099,55673
10100,55675
10101,173462
10102,173470
10103,173465
10104,87983
10105,87996
10106,87992
10107,87988
10108,87994
10109,87984
10110,87986
10111,87987
10112,130464
10113,130461
10114,130468
10115,130471
10116,130469
10117,130460
10118,130462
10119,130476
10120,130474
10121,16242
10122,16255
10123,16240
10124,16245
10125,16256
10126,16258
10127,16254
10128,16253
10129,16259
10130,16243
10131,16241
10132,16252
10133,114436
10134,114420
10135,26356
10136,26345
10137,26349
10138,26347
10139,26355
10140,26346
10141,26341
10142,56454
10143,56447
10144,56448
10145,56457
10146,90147
