,Captions to exclude
11352,74944
11353,27481
11354,43360
11355,90633
11356,109532
11357,3719
11358,116245
11359,171262
11360,124757
11361,61776
11362,28513
11363,70603
11364,128778
11365,53962
11366,51308
11367,41741
11368,42275
11369,199089
11370,129815
11371,20091
11372,75530
11373,172888
11374,65012
11375,66108
11376,93656
11377,60933
11378,128694
11379,191349
11380,78072
11381,91379
11382,171369
11383,158507
11384,80682
11385,4648
11386,46876
11387,161337
11388,75519
11389,139491
11390,98379
11391,46318
11392,147188
11393,111416
11394,8993
11395,48288
11396,25121
11397,82174
11398,58441
11399,189411
11400,163659
11401,163493
11402,63861
11403,78099
11404,16869
11405,115731
11406,122324
11407,66421
11408,155814
11409,7457
11410,120285
11411,67732
11412,154014
11413,167561
11414,155593
11415,150607
11416,167001
11417,64274
11418,143081
11419,13860
11420,94974
11421,133127
11422,199090
11423,633
11424,135912
11425,195368
11426,56259
11427,144203
11428,118748
11429,170215
11430,184695
11431,3144
11432,89312
11433,71469
11434,18209
11435,37090
11436,129433
11437,56479
11438,155714
11439,148750
11440,91227
11441,190176
11442,121855
11443,106261
11444,90459
11445,104302
11446,99381
11447,95115
11448,88640
11449,167866
11450,138373
11451,169842
11452,62291
11453,116236
11454,189391
11455,10606
11456,95018
11457,26291
11458,53732
11459,92727
11460,149345
11461,34632
11462,72732
11463,68008
11464,77839
11465,174304
11466,175965
11467,136972
11468,101789
11469,16478
11470,59119
11471,164820
11472,31092
11473,42630
11474,168642
11475,83552
11476,163749
11477,170923
11478,197370
11479,34835
11480,32504
11481,80385
11482,68112
11483,129479
11484,21920
11485,61585
11486,133114
11487,40199
11488,81555
11489,178693
11490,191675
11491,19922
11492,115580
11493,119458
11494,30161
11495,149536
11496,179192
11497,36616
11498,9275
11499,20066
11500,168159
11501,92397
11502,18922
11503,30315
11504,1895
11505,72996
11506,76243
11507,119414
11508,120921
11509,81038
11510,133061
11511,89412
11512,167981
11513,101455
11514,86023
11515,3255
11516,55277
11517,33541
11518,93498
11519,155874
11520,189684
11521,183936
11522,99907
11523,124664
11524,153357
11525,20957
11526,66473
11527,109268
11528,23807
11529,69353
11530,190012
11531,45599
11532,187916
11533,98769
11534,30995
11535,60516
11536,55608
11537,67036
11538,87230
11539,40736
11540,109659
11541,184110
11542,163330
11543,137885
11544,84237
11545,108271
11546,169019
11547,72250
11548,147800
11549,98923
11550,55394
11551,188941
11552,10222
11553,129746
11554,178186
11555,145882
11556,3853
11557,106656
11558,47467
11559,150842
11560,172351
11561,158823
11562,160007
11563,192182
11564,176966
11565,45662
11566,10250
11567,155902
11568,66695
11569,17532
11570,77153
11571,178495
11572,30099
11573,155140
11574,5851
11575,83365
11576,91451
11577,25035
11578,3166
11579,34821
11580,65136
11581,174862
11582,97134
11583,126558
11584,160648
11585,88499
11586,10090
11587,179335
11588,136674
11589,190182
11590,45044
11591,108136
11592,95468
11593,110105
11594,111224
11595,80944
11596,13955
11597,67052
11598,109180
11599,37329
11600,165513
11601,130430
11602,88920
11603,32548
11604,169101
11605,48488
11606,130516
11607,164634
11608,116337
11609,5088
11610,38209
11611,14879
11612,103147
11613,84890
11614,139128
11615,43610
11616,121649
11617,129794
11618,117623
11619,130623
11620,166623
11621,106104
11622,154653
11623,110116
11624,77759
11625,51102
11626,123108
11627,82475
11628,141296
11629,24330
11630,60595
11631,159153
11632,67865
11633,6244
11634,57745
11635,67197
11636,35928
11637,88601
11638,141737
11639,100632
11640,113028
11641,49319
11642,107450
11643,38601
11644,96726
11645,98056
11646,46562
11647,85572
11648,16481
11649,170978
11650,10413
11651,80635
11652,20663
11653,57146
11654,175366
11655,180158
11656,173372
11657,113197
11658,108732
11659,14440
11660,66624
11661,189100
11662,176826
11663,130293
11664,32515
11665,160589
11666,57818
11667,136858
11668,2555
11669,120707
11670,191395
11671,1930
11672,111650
11673,103740
11674,59444
11675,96639
11676,164362
11677,40017
11678,160717
11679,110735
11680,154327
11681,66895
11682,524
11683,127499
11684,123096
11685,101347
11686,167123
11687,101211
11688,63457
11689,8921
11690,166794
11691,143767
11692,140753
11693,116884
11694,97175
11695,116344
11696,183046
11697,198555
11698,10564
11699,41517
11700,60703
11701,168297
11702,81824
11703,174860
11704,54016
11705,107743
11706,182159
11707,57217
11708,37795
11709,130051
11710,38934
11711,179131
11712,174750
11713,119648
11714,145372
11715,106396
11716,29419
11717,184148
11718,34944
11719,62406
11720,197875
11721,106524
11722,42306
11723,74337
11724,74805
11725,141096
11726,40926
11727,117035
11728,121605
11729,20768
11730,105363
11731,127813
11732,145283
11733,6371
11734,44370
11735,52493
11736,121516
11737,29708
11738,9893
11739,66784
11740,169891
11741,24038
11742,61459
11743,63331
11744,81594
11745,22593
11746,74876
11747,166360
11748,160970
11749,79387
11750,98296
11751,131310
11752,78941
11753,170787
11754,155458
11755,111952
11756,113991
11757,143124
11758,165680
11759,3844
11760,22262
11761,197232
11762,71186
11763,185185
11764,155591
11765,157918
11766,175429
11767,113909
11768,56567
11769,24818
11770,143428
11771,101039
11772,118298
11773,160842
11774,64363
11775,137271
11776,109526
11777,51101
11778,188161
11779,104907
11780,165128
11781,34820
11782,122461
11783,122217
11784,55973
11785,57193
11786,134905
11787,50013
11788,102422
11789,135940
11790,149351
11791,156514
11792,104779
11793,28798
11794,17060
11795,157547
11796,3701
11797,23303
11798,107098
11799,160755
11800,55775
11801,155898
11802,53853
11803,39271
11804,125194
11805,47763
11806,111733
11807,68221
11808,162635
11809,151639
11810,113444
11811,175665
11812,51119
11813,44553
11814,40428
11815,155952
11816,62372
11817,106234
11818,186874
11819,84699
11820,134492
11821,7872
11822,191190
11823,60413
11824,54684
11825,72180
11826,74984
11827,12083
11828,27339
11829,118883
11830,168416
11831,22103
11832,116045
11833,101999
11834,177136
11835,175946
11836,27984
11837,19325
11838,162075
11839,175234
11840,179552
11841,132409
11842,99827
11843,111571
11844,75585
11845,25593
11846,172430
11847,70277
11848,11678
11849,33789
11850,110708
11851,74399
11852,169927
11853,155441
11854,58702
11855,94894
11856,140457
11857,17690
11858,146109
11859,134554
11860,60502
11861,133464
11862,178317
11863,51861
11864,55482
11865,29878
11866,118701
11867,67913
11868,100714
11869,142073
11870,53839
11871,39049
11872,154137
11873,175825
11874,56914
11875,77039
11876,172562
11877,70245
11878,72344
11879,134336
11880,10278
11881,45919
11882,15690
11883,160566
11884,153343
11885,96054
11886,152202
11887,44344
11888,36253
11889,76307
11890,167867
11891,4198
11892,113817
11893,23366
11894,122520
11895,154627
11896,5149
11897,111876
11898,176838
11899,95843
11900,113657
11901,101624
11902,89942
11903,9449
11904,19521
11905,59471
11906,172485
11907,195933
11908,173395
11909,17201
11910,24667
11911,11532
11912,64054
11913,68102
11914,138538
11915,61988
11916,95613
11917,51405
11918,151029
11919,167699
11920,93783
11921,197416
11922,100248
11923,85069
11924,106470
11925,144439
11926,154955
11927,94856
11928,57058
11929,165424
11930,15739
11931,142480
11932,97098
11933,78834
11934,182464
11935,196112
11936,48740
11937,78985
11938,66665
11939,81077
11940,47012
11941,63916
11942,120326
11943,157975
11944,154575
11945,29605
11946,9694
11947,149722
11948,152822
11949,93801
11950,34796
11951,36107
11952,113880
11953,99317
11954,19863
11955,2639
11956,23883
11957,118558
11958,159800
11959,65334
11960,149304
11961,82128
11962,172900
11963,149601
11964,91234
11965,147431
11966,95469
11967,19242
11968,23832
11969,99295
11970,153321
11971,182047
11972,32960
11973,8290
11974,195242
11975,65732
11976,24128
11977,182959
11978,6785
11979,57398
11980,146450
11981,177682
11982,78920
11983,48636
11984,37373
11985,62588
11986,184669
11987,47648
11988,179962
11989,37723
11990,145673
11991,130223
11992,56145
11993,119730
11994,140619
11995,40334
11996,158456
11997,127891
11998,174052
11999,163819
12000,110174
12001,37145
12002,35595
12003,175941
12004,35678
12005,198821
12006,164612
12007,119532
12008,30936
12009,106740
12010,132436
12011,27790
12012,143032
12013,93525
12014,139926
12015,77308
12016,68982
12017,80064
12018,51452
12019,18621
12020,113785
12021,29290
12022,70169
12023,112491
12024,28317
12025,50798
12026,4007
12027,142861
12028,26076
12029,84624
12030,45349
12031,34091
12032,121766
12033,158635
12034,26059
12035,69518
12036,14881
12037,111322
12038,52022
12039,90790
12040,117420
12041,108530
12042,110320
12043,7543
12044,139430
12045,60306
12046,4610
12047,87994
12048,10604
12049,159035
12050,16759
12051,63750
12052,74787
12053,80541
12054,101266
12055,94579
12056,102755
12057,102550
12058,125460
12059,153371
12060,59555
12061,156762
12062,106140
12063,125309
12064,97401
12065,84789
12066,28454
12067,171167
12068,114553
12069,44422
12070,61364
12071,119763
12072,119343
12073,87118
12074,129503
12075,165732
12076,128601
12077,18495
12078,186299
12079,114109
12080,17098
12081,116349
12082,47869
12083,25869
12084,71127
12085,86422
12086,56564
12087,138855
12088,44022
12089,169345
12090,126784
12091,31875
12092,115353
12093,27791
12094,162621
12095,1034
12096,51366
12097,60737
12098,61580
12099,157459
12100,60177
12101,162631
12102,190195
12103,4778
12104,151363
12105,130882
12106,53172
12107,12796
12108,81300
12109,24353
12110,125349
12111,53284
12112,74576
12113,105022
12114,19723
12115,153825
12116,35788
12117,158597
12118,129499
12119,159816
12120,137671
12121,185243
12122,148536
12123,77631
12124,88733
12125,161064
12126,39829
12127,57841
12128,185685
12129,19658
12130,43660
12131,57740
12132,198716
12133,81900
12134,186435
12135,143933
12136,155759
12137,71500
12138,71185
12139,154270
12140,195827
12141,148844
12142,160473
12143,179852
12144,155244
12145,192834
12146,73816
12147,11871
12148,94426
12149,86677
12150,153260
12151,56891
12152,189446
12153,92739
12154,80899
12155,134729
12156,113725
12157,53204
12158,107538
12159,33015
12160,162760
12161,12046
12162,149401
12163,154029
12164,107412
12165,74631
12166,59143
12167,127469
12168,151391
12169,3323
12170,198897
12171,106602
12172,193046
12173,94765
12174,137617
12175,40339
12176,89952
12177,59235
12178,88488
12179,151599
12180,125317
12181,51043
12182,71179
12183,120412
12184,148721
12185,119860
12186,164038
12187,128342
12188,64517
12189,193554
12190,43667
12191,130836
12192,102234
12193,159616
12194,8696
12195,137020
12196,106526
12197,53874
12198,151158
12199,88058
12200,2993
12201,144034
12202,62355
12203,87723
12204,39276
12205,53337
12206,17938
12207,158022
12208,56832
12209,181353
12210,136015
12211,36327
12212,50779
12213,192005
12214,183563
12215,81496
12216,78415
12217,88106
12218,68331
12219,162757
12220,38969
12221,61061
12222,27275
12223,100136
12224,76769
12225,48226
12226,170433
12227,153046
12228,47776
12229,55886
12230,163225
12231,93396
12232,68903
12233,107250
12234,28360
12235,169102
12236,14150
12237,172837
12238,15273
12239,4341
12240,98006
12241,154759
12242,136341
12243,191602
12244,70857
12245,108243
12246,188752
12247,177505
12248,167721
12249,74738
12250,70501
12251,115257
12252,117786
12253,157513
12254,26454
12255,114408
12256,131386
12257,141973
12258,176923
12259,72717
12260,71428
12261,50489
12262,36692
12263,61840
12264,94265
12265,62945
12266,183530
12267,77104
12268,28562
12269,18211
12270,83453
12271,181737
12272,145028
12273,166734
12274,166993
12275,166572
12276,21158
12277,90148
12278,135989
12279,63374
12280,56158
12281,94600
12282,162551
12283,42959
12284,181487
12285,45303
12286,143660
12287,100779
12288,89539
12289,89755
12290,83392
12291,54464
12292,175409
12293,56968
12294,99461
12295,32968
12296,86868
12297,150878
12298,106677
12299,106459
12300,147058
12301,99174
12302,121396
12303,100937
12304,56614
12305,82873
12306,114374
12307,69221
12308,51733
12309,167508
12310,188122
12311,4506
12312,138180
12313,13314
12314,95632
12315,93153
12316,119957
12317,94539
12318,48881
12319,164882
12320,37852
12321,164751
12322,13762
12323,66860
12324,50762
12325,45998
12326,118035
12327,45774
12328,93185
12329,56896
12330,56282
12331,143990
12332,39658
12333,23155
12334,47125
12335,121706
12336,149607
12337,103550
12338,20951
12339,167095
12340,121120
12341,199531
12342,123925
12343,156952
12344,185988
12345,64701
12346,48386
12347,110189
12348,31794
12349,112683
12350,43504
12351,138784
12352,148109
12353,22687
12354,17333
12355,165381
12356,100142
12357,42201
12358,111174
12359,22026
12360,22357
12361,125668
12362,34807
12363,185415
12364,49448
12365,35004
12366,80971
12367,126663
12368,124921
12369,16730
12370,6314
12371,193154
12372,43402
12373,106813
12374,100291
12375,110687
12376,34143
12377,162349
12378,99391
12379,149882
12380,169516
12381,135931
12382,121902
12383,51413
12384,197475
12385,142916
12386,52832
12387,104016
12388,80659
12389,143922
12390,172526
12391,91147
12392,150936
12393,106626
12394,106500
12395,172331
12396,21426
12397,167306
12398,150446
12399,125589
12400,19742
12401,140575
12402,142508
12403,57687
12404,4153
12405,62959
12406,190812
12407,136996
12408,37844
12409,118758
12410,99927
12411,40058
12412,149025
12413,188026
12414,8926
12415,89292
12416,94077
12417,145658
12418,120488
12419,59446
12420,51170
12421,66898
12422,77036
12423,121419
12424,176220
12425,76136
12426,135109
12427,112481
12428,97282
12429,15997
12430,110004
12431,3023
12432,161345
12433,185097
12434,136976
12435,158596
12436,134858
12437,28604
12438,184891
12439,101474
12440,48589
12441,127110
12442,157661
12443,1028
12444,12416
12445,68445
12446,33263
12447,189140
12448,30342
12449,147018
12450,99139
12451,19282
12452,49923
12453,134933
12454,110856
12455,97243
12456,41353
12457,33636
12458,108469
12459,25153
12460,191562
12461,47131
12462,193724
12463,187321
12464,62467
12465,50161
12466,107099
12467,79567
12468,21450
12469,17643
12470,191275
12471,162947
12472,139400
12473,28223
12474,152721
12475,141030
12476,181568
12477,192275
12478,37072
12479,180757
12480,149202
12481,81070
12482,8781
12483,67618
12484,7344
12485,131336
12486,75020
12487,79995
12488,30549
12489,34031
12490,13034
12491,28935
12492,170468
12493,133265
12494,46111
12495,35716
12496,157590
12497,178231
12498,27611
12499,131426
12500,54266
12501,25530
12502,165761
12503,186300
12504,94002
12505,82855
12506,136245
12507,73289
12508,9009
12509,30652
12510,39900
12511,92793
12512,36811
12513,83456
12514,127811
12515,14722
12516,179966
12517,77417
12518,12099
12519,197459
12520,137007
12521,166139
12522,164569
12523,110594
12524,129673
12525,11745
12526,11812
12527,5858
12528,48208
12529,143237
12530,7370
12531,79632
12532,198528
12533,13229
12534,24913
12535,100512
12536,153449
12537,106586
12538,2889
12539,101672
12540,139921
12541,148753
12542,4941
12543,156353
12544,196297
12545,56720
12546,70020
12547,199874
12548,55878
12549,52959
12550,105267
12551,75147
12552,184082
12553,56246
12554,51500
12555,20748
12556,159855
12557,78392
12558,196216
12559,96878
12560,98231
12561,63721
12562,78892
12563,72167
12564,140688
12565,105187
12566,157056
12567,96619
12568,59069
12569,92905
12570,190722
12571,70319
12572,69097
12573,62937
12574,199067
12575,98077
12576,123800
12577,42501
12578,130084
12579,115113
12580,89989
12581,101095
12582,103038
12583,147856
12584,47605
12585,179292
12586,151447
12587,96000
12588,139991
12589,82869
12590,55743
12591,52268
12592,54156
12593,198518
12594,68980
12595,68732
12596,24622
12597,154043
12598,60999
12599,121715
12600,117837
12601,136075
12602,132753
12603,111667
12604,82682
12605,91757
12606,105249
12607,103659
12608,191667
12609,105448
12610,8517
12611,129167
12612,146231
12613,31750
12614,67144
12615,122481
12616,123873
12617,77003
12618,3284
12619,113686
12620,18842
12621,89587
12622,154161
12623,160009
12624,86335
12625,8313
12626,150044
12627,68201
12628,145181
12629,161585
12630,117926
12631,144641
12632,122834
12633,168419
12634,43833
12635,103701
12636,100819
12637,59491
12638,195118
12639,7385
12640,99567
12641,7997
12642,72577
12643,179988
12644,138472
12645,53190
12646,87735
12647,19608
12648,5321
12649,11679
12650,101498
12651,77459
12652,50808
12653,131817
12654,140831
12655,1004
12656,87915
12657,65621
12658,49857
12659,161058
12660,110921
12661,52534
12662,18523
12663,52765
12664,913
12665,168281
12666,73887
12667,142993
12668,53287
12669,175716
12670,170245
12671,197911
12672,128232
12673,30690
12674,112934
12675,150386
12676,133726
12677,87499
12678,160562
12679,99106
12680,66556
12681,148318
12682,137626
12683,98827
12684,106003
12685,155953
12686,179756
12687,2146
12688,37963
12689,14094
12690,61169
12691,171485
12692,23586
12693,21590
12694,95563
12695,104947
12696,181368
12697,70913
12698,74906
12699,72436
12700,16661
12701,191299
12702,181653
12703,88512
12704,190601
12705,9830
12706,52865
12707,49867
12708,191810
12709,106364
12710,3469
12711,11717
12712,26951
12713,199166
12714,36036
12715,78788
12716,157911
12717,118882
12718,130020
12719,131532
12720,34932
12721,183132
12722,3423
12723,153948
12724,110040
12725,148284
12726,144116
12727,40924
12728,113946
12729,21023
12730,139970
12731,176770
12732,97084
12733,61008
12734,37503
12735,149332
12736,15208
12737,94317
12738,51926
12739,125473
12740,44248
12741,70469
12742,164701
12743,147026
12744,92264
12745,21557
12746,125614
12747,128073
12748,109448
12749,106525
12750,162766
12751,65260
12752,166232
12753,63296
12754,117925
12755,63745
12756,115755
12757,23733
12758,46041
12759,144518
12760,168643
12761,45784
12762,135519
12763,116424
12764,37296
12765,110046
12766,172919
12767,59684
12768,148058
12769,30388
12770,156991
12771,140876
12772,90545
12773,145692
12774,45905
12775,41428
12776,43348
12777,93811
12778,150981
12779,47026
12780,179214
12781,151435
12782,9914
12783,125248
12784,121700
12785,97944
12786,128511
12787,168796
12788,117426
12789,72286
12790,61007
12791,157146
12792,175040
12793,95673
12794,185407
12795,111579
12796,85374
12797,2423
12798,122594
12799,11897
12800,135780
12801,190874
12802,170800
12803,8651
12804,180258
12805,111917
12806,107816
12807,36394
12808,18444
12809,57145
12810,99430
12811,58834
12812,49627
12813,152255
12814,114830
12815,70097
12816,85023
12817,164263
12818,13663
12819,191701
12820,161668
12821,89844
12822,40933
12823,17760
12824,39082
12825,126268
12826,51644
12827,56272
12828,121623
12829,95851
12830,115202
12831,161744
12832,181402
12833,151263
12834,15659
12835,153
12836,26824
12837,114652
12838,391
12839,53680
12840,275
12841,122618
12842,132866
12843,369
12844,24312
12845,67579
12846,62341
12847,179312
12848,76154
12849,111566
12850,150030
12851,44246
12852,132146
12853,10370
12854,134701
12855,116865
12856,35250
12857,64014
12858,63388
12859,97029
12860,72175
12861,47042
12862,18883
12863,52155
12864,42765
12865,56071
12866,158946
12867,154300
12868,119758
12869,138516
12870,150586
12871,197711
12872,110560
12873,49754
12874,83075
12875,105824
12876,106797
12877,54440
12878,55578
12879,37049
12880,125739
12881,97007
12882,157742
12883,59547
12884,91940
12885,74310
12886,182267
12887,148646
12888,46075
12889,124135
12890,110033
12891,101041
12892,197675
12893,107621
12894,184430
12895,1608
12896,116742
12897,62818
12898,40482
12899,97303
12900,89345
12901,115765
12902,162881
12903,147404
12904,130186
12905,165845
12906,18731
12907,28352
12908,155657
12909,140835
12910,168700
12911,59682
12912,21683
12913,160282
12914,174599
12915,149454
12916,87433
12917,79863
12918,174665
12919,68256
12920,20740
12921,70141
12922,40176
12923,35750
12924,27824
12925,123334
12926,86838
12927,148739
12928,16187
12929,135490
12930,119975
12931,160533
12932,66685
12933,193262
12934,17519
12935,130225
12936,168147
12937,74804
12938,64087
12939,138711
12940,37952
12941,60201
12942,128575
12943,154433
12944,94993
12945,15353
12946,131603
12947,2838
12948,129200
12949,164921
12950,6282
12951,199417
12952,101687
12953,70995
12954,175939
12955,13551
12956,76546
12957,28597
12958,195185
12959,194375
12960,67747
12961,188756
12962,183154
12963,159576
12964,68861
12965,27920
12966,105455
12967,9963
12968,31478
12969,96073
12970,84685
12971,115760
12972,117652
12973,78542
12974,29663
12975,35248
12976,44531
12977,160906
12978,116461
12979,37696
12980,17551
12981,88882
12982,26759
12983,15969
12984,182380
12985,55073
12986,138791
12987,124819
12988,111366
12989,102577
12990,117790
12991,195849
12992,180000
12993,141426
12994,74088
12995,187935
12996,99484
12997,160069
12998,60283
12999,10989
13000,113364
13001,120294
13002,121262
13003,90612
13004,4130
13005,96413
13006,139199
13007,66276
13008,98272
13009,99477
13010,36104
13011,118965
13012,102244
13013,40945
13014,78861
13015,124635
13016,129952
13017,94459
13018,47364
13019,173094
13020,134444
13021,169843
13022,63796
13023,56977
13024,98592
13025,39634
13026,192964
13027,103320
13028,52063
13029,4845
13030,8899
13031,162796
13032,8337
13033,142001
13034,15718
13035,51231
13036,151217
13037,107305
13038,75908
13039,20736
13040,97136
13041,61137
13042,50321
13043,102947
13044,3348
13045,49695
13046,142058
13047,147801
13048,105306
13049,93691
13050,54454
13051,196794
13052,27858
13053,19804
13054,181731
13055,29675
13056,116807
13057,177080
13058,124222
13059,65884
13060,17616
13061,80702
13062,10389
13063,189352
13064,194795
13065,25809
13066,15070
13067,59063
13068,3602
13069,178200
13070,35994
13071,103951
13072,117410
13073,121969
13074,46460
13075,6278
13076,140771
13077,48987
13078,145498
13079,13615
13080,187089
13081,62748
13082,76045
13083,13001
13084,138427
13085,192376
13086,29089
13087,41342
13088,31882
13089,2509
13090,18462
13091,115387
13092,72345
13093,123230
13094,5360
13095,179508
13096,32008
13097,139215
13098,98598
13099,167615
13100,67169
13101,81340
13102,110021
13103,71159
13104,190543
13105,27839
13106,138799
13107,122573
13108,93021
13109,187512
13110,182676
13111,43152
13112,100986
13113,100826
13114,148293
13115,39753
13116,74814
13117,169072
13118,193988
13119,12860
13120,42783
13121,138830
13122,183584
13123,99841
13124,61078
13125,117557
13126,60044
13127,80660
13128,190337
13129,23878
13130,136432
13131,176567
13132,167401
13133,18486
13134,76892
13135,40164
13136,47661
13137,124162
13138,127993
13139,114719
13140,15772
13141,32689
13142,107184
13143,5994
13144,131456
13145,156254
13146,53007
13147,87794
13148,134009
13149,32087
13150,96331
13151,4445
13152,72034
13153,135169
13154,149698
13155,182402
13156,152571
13157,19790
13158,34358
13159,133241
13160,24780
13161,47229
13162,47810
13163,197972
13164,166520
13165,149458
13166,39410
13167,173861
13168,173566
13169,65320
13170,165393
13171,165113
13172,5295
13173,185239
13174,178530
13175,9907
13176,143301
13177,10981
13178,49709
13179,125834
13180,3492
13181,149183
13182,22704
13183,166015
13184,71957
13185,120130
13186,110126
13187,7445
13188,116816
13189,12172
13190,170620
13191,82024
13192,132554
13193,77582
13194,99986
13195,197598
13196,28907
13197,176688
13198,56140
13199,29208
13200,168653
13201,184533
13202,175010
13203,42705
13204,2268
13205,20286
13206,76257
13207,154728
13208,165977
13209,64372
13210,182432
13211,48795
13212,77165
13213,28262
13214,175616
13215,138103
13216,96809
13217,93883
13218,80034
13219,53749
13220,160106
13221,121246
13222,119081
13223,175014
13224,196600
13225,147846
13226,79933
13227,107566
13228,79741
13229,148315
13230,3297
13231,112833
13232,135077
13233,103148
13234,91604
13235,147031
13236,64121
13237,36216
13238,193498
13239,83563
13240,111765
13241,147640
13242,116428
13243,2236
13244,180859
13245,147149
13246,110568
13247,43174
13248,81546
13249,30918
13250,189485
13251,187299
13252,18729
13253,152762
13254,175998
13255,95854
13256,21499
13257,35599
13258,26296
13259,47992
13260,83496
13261,103764
13262,48604
13263,138978
13264,30355
13265,133167
13266,81672
13267,129290
13268,119993
13269,21699
13270,128239
13271,140860
13272,55951
13273,19826
13274,102736
13275,52978
13276,198940
13277,189062
13278,155423
13279,69189
13280,146916
13281,15415
13282,140767
13283,32445
13284,46073
13285,186370
13286,80293
13287,53364
13288,158243
13289,196814
13290,112466
13291,34350
13292,38979
13293,126966
13294,133784
13295,82914
13296,89527
13297,5456
13298,63273
13299,135155
13300,81081
13301,27695
13302,9292
13303,186964
13304,171986
13305,146346
13306,145974
13307,91881
13308,42053
13309,29137
13310,31344
13311,38397
13312,100315
13313,87116
13314,128069
13315,165236
13316,62489
13317,24666
13318,66410
13319,125255
13320,76910
13321,93632
13322,141232
13323,36702
13324,18071
13325,119104
13326,10417
13327,161109
13328,160268
13329,197442
13330,23572
13331,115500
13332,20328
13333,165682
13334,47704
13335,157309
13336,61692
13337,43915
13338,195428
13339,63217
13340,130246
13341,168528
13342,116844
13343,21695
13344,29974
13345,15971
13346,64074
13347,99792
13348,141066
13349,175494
13350,88065
13351,24940
13352,4920
13353,88915
13354,137605
13355,107757
13356,74572
13357,98637
13358,123448
13359,177883
13360,89781
13361,17950
13362,96505
13363,35722
13364,139758
13365,159522
13366,195241
13367,132965
13368,43239
13369,25144
13370,16590
13371,37618
13372,190991
13373,151517
13374,19040
13375,175601
13376,19086
13377,21902
13378,1515
13379,182733
13380,14213
13381,86272
13382,21581
13383,173916
13384,87840
13385,81314
13386,78042
13387,159480
13388,102911
13389,53553
13390,9953
13391,63724
13392,148186
13393,90736
13394,144293
13395,102981
13396,88178
13397,33575
13398,119654
13399,83322
13400,11780
13401,191031
13402,169121
13403,94900
13404,117965
13405,143404
13406,153696
13407,59768
13408,85463
13409,105587
13410,67522
13411,11881
13412,152507
13413,106125
13414,62608
13415,152182
13416,125645
13417,73812
13418,1723
13419,101521
13420,26316
13421,188818
13422,142109
13423,161764
13424,155013
13425,148452
13426,74496
13427,164599
13428,106453
13429,143688
13430,8953
13431,167182
13432,135000
13433,5614
13434,198639
13435,37264
13436,1997
13437,140559
13438,64445
13439,120684
13440,101408
13441,156843
13442,148947
13443,79082
13444,90698
13445,2083
13446,72230
13447,27643
13448,111911
13449,97701
13450,172788
13451,33669
13452,113997
13453,113049
13454,185986
13455,5843
13456,193595
13457,3451
13458,129172
13459,114402
13460,150488
13461,80670
13462,29755
13463,161649
13464,108446
13465,179589
13466,35719
13467,93364
13468,125767
13469,81987
13470,146787
13471,150008
13472,167279
13473,178560
13474,94751
13475,15275
13476,96283
13477,100474
13478,106105
13479,117013
13480,183066
13481,127544
13482,106026
13483,129998
13484,171247
13485,145199
13486,12656
13487,195961
13488,152934
13489,97464
13490,59294
13491,81417
13492,83034
13493,60441
13494,10649
13495,108981
13496,89382
13497,14424
13498,16810
13499,149428
13500,168372
13501,78384
13502,153565
13503,191468
13504,129752
13505,174630
13506,61550
13507,64333
13508,90140
13509,34917
13510,53341
13511,120381
13512,192853
13513,151835
13514,60086
13515,133111
13516,76925
13517,108090
13518,166909
13519,122939
13520,121566
13521,123649
13522,41491
13523,141053
13524,137520
13525,67502
13526,188156
13527,141040
13528,130177
13529,29808
13530,11551
13531,146977
13532,184217
13533,67642
13534,107027
13535,52389
13536,33453
13537,47575
13538,68473
13539,70731
13540,184133
13541,52655
13542,37768
13543,112669
13544,183323
13545,132688
13546,41529
13547,151845
13548,150617
13549,102052
13550,151148
13551,126931
13552,61238
13553,140066
13554,192694
13555,59033
13556,10104
13557,67866
13558,36533
13559,96198
13560,75775
13561,143350
13562,129101
13563,112123
13564,150305
13565,21475
13566,52420
13567,119496
13568,143791
13569,182319
13570,195716
13571,1953
13572,116603
13573,42840
13574,180666
13575,82423
13576,127415
13577,87137
13578,178978
13579,30019
13580,199944
13581,43772
13582,117428
13583,194129
13584,2220
13585,45516
13586,83787
13587,34486
13588,89615
13589,193300
13590,7380
13591,134802
13592,98499
13593,86850
13594,162929
13595,4572
13596,12609
13597,96861
13598,99964
13599,82606
13600,173531
13601,97045
13602,108154
13603,133674
13604,162842
13605,130926
13606,141532
13607,44359
13608,108075
13609,72920
13610,45625
13611,182266
13612,133223
13613,18877
13614,128470
13615,74556
13616,136381
13617,32242
13618,168917
13619,18793
13620,140196
13621,137038
13622,178094
13623,51748
13624,83580
13625,138899
13626,39672
13627,44671
13628,126946
13629,161630
13630,171043
13631,143407
13632,99706
13633,181801
13634,108873
13635,192747
13636,3239
13637,15735
13638,16639
13639,153323
13640,26566
13641,84589
13642,116697
13643,149075
13644,41104
13645,35201
13646,160936
13647,60427
13648,20312
13649,152005
13650,136236
13651,7055
13652,172885
13653,52920
13654,149164
13655,122601
13656,88802
13657,80765
13658,72184
13659,28899
13660,22731
13661,71310
13662,29634
13663,4133
13664,164872
13665,99760
13666,150537
13667,110001
13668,82400
13669,107422
13670,198374
13671,75601
13672,22542
13673,17931
13674,110256
13675,97178
13676,83836
13677,160544
13678,161782
13679,29088
13680,107089
13681,42203
13682,152438
13683,107407
13684,136367
